height,weight,label 
163,95,fat
160,42,thin
157,128,fat
168,54,normal
149,70,fat
176,78,fat
161,116,fat
140,42,normal
128,70,fat
188,124,fat
146,97,fat
168,75,fat
163,116,fat
182,60,thin
170,91,fat
132,70,fat
131,56,fat
169,123,fat
159,78,fat
160,111,fat
193,45,thin
138,73,fat
129,76,fat
166,42,thin
122,90,fat
154,125,fat
128,85,fat
140,74,fat
131,67,fat
185,56,thin
128,50,fat
137,43,normal
153,69,fat
156,121,fat
132,93,fat
134,59,fat
195,60,thin
145,101,fat
129,41,normal
174,88,fat
176,122,fat
141,71,fat
199,44,thin
161,71,fat
190,64,thin
135,118,fat
197,53,thin
130,51,fat
179,55,thin
163,62,normal
184,100,fat
177,68,normal
134,123,fat
151,61,fat
156,77,fat
131,91,fat
141,80,fat
178,89,fat
184,104,fat
137,73,fat
199,108,fat
167,81,fat
120,73,fat
144,42,normal
145,108,fat
136,76,fat
154,59,normal
168,72,fat
193,48,thin
167,61,normal
141,86,fat
140,62,fat
190,127,fat
177,35,thin
173,62,normal
143,97,fat
139,69,fat
120,57,fat
125,113,fat
137,82,fat
169,63,normal
150,81,fat
190,125,fat
161,42,thin
122,61,fat
126,129,fat
138,112,fat
150,73,fat
145,57,fat
178,77,normal
199,66,thin
158,74,fat
137,36,normal
145,47,normal
136,45,normal
181,78,normal
149,52,normal
162,111,fat
131,87,fat
121,64,fat
166,44,thin
135,72,fat
187,119,fat
134,37,normal
170,38,thin
179,109,fat
152,48,normal
156,64,fat
190,128,fat
132,102,fat
184,107,fat
128,84,fat
199,94,normal
196,81,normal
189,129,fat
168,93,fat
154,85,fat
177,95,fat
181,42,thin
166,35,thin
121,109,fat
185,101,fat
167,123,fat
200,124,fat
150,100,fat
152,62,fat
146,91,fat
179,82,fat
166,59,normal
155,86,fat
125,49,fat
164,80,fat
152,121,fat
120,61,fat
124,60,fat
175,72,normal
151,120,fat
144,35,thin
133,122,fat
174,112,fat
154,111,fat
195,117,fat
153,64,fat
121,126,fat
200,120,fat
171,69,normal
157,42,thin
177,68,normal
189,55,thin
156,111,fat
178,75,normal
149,106,fat
165,69,fat
135,91,fat
163,54,normal
170,40,thin
194,55,thin
162,72,fat
120,102,fat
197,44,thin
170,86,fat
197,113,fat
139,89,fat
126,46,fat
120,107,fat
175,97,fat
196,109,fat
144,73,fat
145,81,fat
200,87,normal
159,122,fat
145,37,thin
144,107,fat
145,63,fat
135,54,fat
182,58,thin
177,69,normal
130,97,fat
169,121,fat
145,41,normal
147,113,fat
137,74,fat
127,87,fat
160,125,fat
121,47,fat
153,126,fat
174,82,fat
171,42,thin
123,45,fat
132,50,fat
191,71,normal
168,70,normal
165,83,fat
152,116,fat
176,77,normal
149,63,fat
173,130,fat
185,100,fat
188,95,fat
138,98,fat
195,105,fat
142,86,fat
183,47,thin
141,79,fat
191,108,fat
148,51,normal
192,81,normal
170,106,fat
171,40,thin
137,42,normal
192,78,normal
193,51,thin
171,105,fat
189,121,fat
124,94,fat
148,36,thin
197,54,thin
129,72,fat
165,97,fat
177,105,fat
191,68,normal
150,125,fat
125,129,fat
180,110,fat
182,40,thin
153,127,fat
145,72,fat
200,67,thin
196,83,normal
167,115,fat
199,38,thin
130,101,fat
147,46,normal
120,85,fat
156,52,normal
185,68,normal
149,74,fat
182,82,normal
175,103,fat
166,64,normal
185,70,normal
183,116,fat
190,53,thin
128,66,fat
128,130,fat
186,108,fat
185,79,normal
160,106,fat
146,96,fat
189,57,thin
126,67,fat
181,72,normal
153,116,fat
169,95,fat
124,94,fat
167,90,fat
125,69,fat
194,48,thin
190,45,thin
150,84,fat
191,84,normal
181,55,thin
193,89,normal
145,108,fat
160,102,fat
124,103,fat
173,68,normal
134,97,fat
178,110,fat
178,106,fat
142,116,fat
186,102,fat
125,49,fat
120,112,fat
148,43,normal
144,80,fat
120,42,fat
184,39,thin
137,46,normal
157,113,fat
131,51,fat
195,63,thin
140,80,fat
156,67,fat
162,72,fat
131,128,fat
167,53,normal
165,87,fat
125,88,fat
127,90,fat
196,111,fat
162,116,fat
151,42,thin
135,42,normal
129,51,fat
122,93,fat
132,93,fat
125,82,fat
146,88,fat
138,95,fat
135,65,fat
122,46,fat
156,104,fat
163,127,fat
194,80,normal
166,119,fat
167,52,normal
129,128,fat
148,62,fat
123,81,fat
155,47,normal
140,76,fat
193,40,thin
189,116,fat
170,81,fat
194,89,normal
158,94,fat
195,41,thin
185,89,fat
127,53,fat
181,64,normal
121,82,fat
188,103,fat
186,47,thin
183,86,fat
126,105,fat
153,46,normal
158,101,fat
150,60,fat
182,61,thin
173,47,thin
170,72,normal
149,66,fat
144,111,fat
144,66,fat
173,114,fat
156,53,normal
193,78,normal
176,87,fat
132,113,fat
199,115,fat
134,95,fat
199,127,fat
128,119,fat
138,93,fat
147,84,fat
192,97,fat
130,116,fat
169,119,fat
126,60,fat
135,62,fat
174,54,thin
144,67,fat
179,63,normal
187,114,fat
188,40,thin
199,64,thin
193,40,thin
165,77,fat
125,114,fat
194,104,fat
164,75,fat
135,99,fat
190,93,fat
179,108,fat
175,40,thin
192,71,normal
148,39,thin
174,124,fat
163,70,fat
135,51,fat
189,129,fat
186,98,fat
161,71,fat
197,91,normal
179,100,fat
160,115,fat
175,124,fat
144,80,fat
177,74,normal
148,64,fat
159,35,thin
123,63,fat
159,92,fat
159,39,thin
198,126,fat
147,69,fat
155,120,fat
180,113,fat
174,68,normal
195,108,fat
147,55,fat
121,65,fat
191,69,normal
192,126,fat
195,93,normal
174,83,fat
124,41,fat
138,56,fat
173,117,fat
138,105,fat
162,90,fat
131,121,fat
153,36,thin
173,91,fat
170,55,normal
121,121,fat
141,39,normal
130,42,normal
184,105,fat
140,105,fat
160,90,fat
165,54,normal
136,40,normal
143,83,fat
172,46,thin
155,118,fat
166,38,thin
164,89,fat
123,89,fat
182,99,fat
126,72,fat
147,74,fat
167,59,normal
123,120,fat
192,84,normal
165,100,fat
188,53,thin
131,87,fat
179,61,normal
162,98,fat
184,40,thin
144,65,fat
187,77,normal
131,35,normal
164,107,fat
153,58,normal
177,86,fat
159,120,fat
170,49,thin
176,56,thin
171,121,fat
160,45,thin
137,87,fat
167,57,normal
178,107,fat
166,72,fat
134,119,fat
143,84,fat
191,101,fat
133,88,fat
123,106,fat
143,78,fat
190,107,fat
170,59,normal
153,118,fat
154,96,fat
168,47,thin
134,109,fat
175,36,thin
162,67,fat
129,78,fat
177,130,fat
129,52,fat
135,60,fat
143,107,fat
167,44,thin
130,128,fat
128,77,fat
133,95,fat
182,74,normal
144,60,fat
147,77,fat
132,127,fat
176,45,thin
150,122,fat
126,126,fat
195,94,normal
195,86,normal
197,108,fat
144,101,fat
168,113,fat
170,118,fat
134,116,fat
169,40,thin
133,112,fat
140,101,fat
138,92,fat
145,123,fat
157,43,thin
145,102,fat
122,52,fat
123,106,fat
169,106,fat
128,82,fat
196,110,fat
122,50,fat
147,105,fat
198,100,fat
191,100,fat
135,39,normal
126,58,fat
196,105,fat
154,116,fat
180,127,fat
148,94,fat
142,66,fat
145,48,normal
138,91,fat
160,44,thin
146,84,fat
174,76,fat
126,51,fat
199,46,thin
151,67,fat
190,128,fat
182,94,fat
166,123,fat
138,109,fat
194,85,normal
173,92,fat
197,65,thin
175,62,normal
135,122,fat
150,129,fat
157,117,fat
130,95,fat
157,56,normal
135,111,fat
181,94,fat
153,94,fat
153,47,normal
180,51,thin
181,38,thin
134,55,fat
143,46,normal
188,42,thin
199,58,thin
189,52,thin
183,85,fat
181,128,fat
173,122,fat
194,79,normal
150,129,fat
144,39,normal
121,122,fat
125,125,fat
175,93,fat
180,76,normal
178,94,fat
136,75,fat
124,69,fat
177,73,normal
199,44,thin
166,77,fat
185,88,fat
178,65,normal
157,39,thin
145,116,fat
160,75,fat
126,130,fat
123,106,fat
136,87,fat
168,58,normal
163,125,fat
166,66,normal
131,35,normal
166,35,thin
163,40,thin
184,110,fat
186,51,thin
191,51,thin
141,76,fat
126,82,fat
161,117,fat
121,117,fat
159,108,fat
130,53,fat
181,83,fat
151,79,fat
181,123,fat
168,120,fat
177,109,fat
188,79,normal
185,100,fat
142,51,fat
174,54,thin
198,100,fat
164,65,normal
179,58,thin
163,116,fat
173,68,normal
128,73,fat
184,56,thin
195,80,normal
126,114,fat
158,40,thin
192,45,thin
138,113,fat
165,42,thin
150,87,fat
133,97,fat
170,124,fat
139,122,fat
170,41,thin
184,74,normal
157,57,normal
180,84,fat
155,45,normal
161,93,fat
159,58,normal
183,57,thin
143,101,fat
192,88,normal
138,58,fat
149,120,fat
156,39,thin
131,71,fat
195,39,thin
167,128,fat
183,109,fat
147,78,fat
123,118,fat
146,49,normal
149,102,fat
136,50,fat
179,97,fat
177,129,fat
129,129,fat
192,52,thin
185,86,fat
192,66,thin
142,52,fat
153,50,normal
186,130,fat
187,106,fat
182,96,fat
157,57,normal
124,72,fat
121,71,fat
160,90,fat
121,62,fat
132,109,fat
175,41,thin
159,61,normal
129,41,normal
198,59,thin
169,51,thin
155,58,normal
144,83,fat
171,115,fat
135,75,fat
158,90,fat
200,102,fat
129,45,fat
129,64,fat
186,83,normal
145,105,fat
183,85,fat
148,117,fat
165,73,fat
176,94,fat
191,121,fat
141,76,fat
178,120,fat
147,92,fat
170,56,normal
190,111,fat
167,125,fat
142,125,fat
188,127,fat
167,73,fat
145,67,fat
154,64,fat
193,76,normal
198,114,fat
200,93,normal
176,47,thin
182,42,thin
158,72,fat
196,55,thin
160,130,fat
176,117,fat
176,67,normal
181,68,normal
162,129,fat
138,71,fat
120,91,fat
154,106,fat
125,118,fat
144,106,fat
155,101,fat
170,50,thin
124,123,fat
163,75,fat
123,51,fat
163,67,fat
197,38,thin
124,56,fat
129,95,fat
143,54,fat
134,67,fat
200,106,fat
167,46,thin
162,66,fat
198,128,fat
197,104,fat
148,38,thin
186,96,fat
196,51,thin
151,108,fat
199,81,normal
163,61,normal
141,112,fat
128,70,fat
133,73,fat
161,114,fat
192,35,thin
148,101,fat
143,68,fat
135,85,fat
145,102,fat
133,128,fat
136,124,fat
181,120,fat
142,50,normal
164,122,fat
176,124,fat
139,64,fat
197,128,fat
175,55,thin
167,115,fat
199,112,fat
148,60,fat
178,87,fat
169,99,fat
126,55,fat
178,71,normal
181,67,normal
131,128,fat
140,104,fat
141,52,fat
181,87,fat
173,60,normal
199,94,normal
179,121,fat
176,124,fat
186,86,normal
146,114,fat
121,52,fat
182,51,thin
162,92,fat
146,44,normal
171,74,fat
194,100,fat
178,126,fat
163,45,thin
187,124,fat
147,85,fat
165,127,fat
156,99,fat
164,68,fat
124,115,fat
128,90,fat
150,43,normal
126,95,fat
172,36,thin
190,83,normal
174,105,fat
126,81,fat
141,73,fat
151,120,fat
160,50,normal
150,95,fat
177,83,fat
169,107,fat
189,130,fat
169,127,fat
137,74,fat
143,102,fat
124,75,fat
194,59,thin
123,117,fat
144,37,thin
138,46,normal
156,57,normal
194,82,normal
126,81,fat
197,103,fat
131,46,fat
142,76,fat
169,35,thin
178,86,fat
134,93,fat
131,100,fat
177,41,thin
192,103,fat
177,90,fat
146,106,fat
194,81,normal
198,64,thin
124,51,fat
192,113,fat
167,93,fat
160,123,fat
146,110,fat
140,93,fat
139,125,fat
145,76,fat
181,72,normal
143,85,fat
154,65,fat
166,60,normal
164,45,thin
159,78,fat
134,97,fat
168,119,fat
157,121,fat
167,95,fat
162,79,fat
167,53,normal
158,93,fat
186,69,normal
150,123,fat
178,108,fat
190,80,normal
121,111,fat
165,123,fat
156,47,normal
128,59,fat
196,109,fat
173,37,thin
142,40,normal
151,116,fat
134,116,fat
120,127,fat
142,57,fat
186,106,fat
146,84,fat
174,69,normal
184,35,thin
172,35,thin
123,49,fat
184,101,fat
184,121,fat
169,102,fat
195,74,normal
145,67,fat
183,81,normal
195,41,thin
122,41,fat
183,40,thin
167,78,fat
141,56,fat
164,49,thin
199,110,fat
154,41,thin
198,45,thin
190,102,fat
136,78,fat
184,120,fat
173,78,fat
165,130,fat
156,106,fat
172,96,fat
160,124,fat
123,123,fat
185,90,fat
162,125,fat
199,69,thin
121,89,fat
132,47,fat
148,73,fat
182,58,thin
138,117,fat
133,87,fat
123,39,fat
141,105,fat
160,81,fat
181,40,thin
148,123,fat
189,46,thin
132,61,fat
172,56,normal
120,79,fat
130,117,fat
136,64,fat
176,40,thin
177,44,thin
166,48,thin
132,85,fat
194,40,thin
121,100,fat
121,111,fat
181,69,normal
200,78,normal
190,65,thin
143,66,fat
132,111,fat
139,116,fat
173,55,thin
143,52,fat
166,109,fat
171,86,fat
154,42,thin
167,98,fat
187,115,fat
194,105,fat
147,35,thin
143,126,fat
189,89,normal
171,95,fat
198,51,thin
127,70,fat
162,85,fat
136,93,fat
187,75,normal
199,70,thin
167,94,fat
189,105,fat
135,66,fat
163,53,normal
169,125,fat
141,88,fat
130,113,fat
177,60,normal
187,127,fat
188,67,normal
148,127,fat
144,88,fat
156,36,thin
127,115,fat
125,108,fat
176,80,fat
134,39,normal
167,120,fat
173,61,normal
192,112,fat
127,119,fat
152,85,fat
143,100,fat
133,77,fat
142,93,fat
137,66,fat
167,45,thin
133,55,fat
183,65,normal
172,61,normal
148,112,fat
159,86,fat
145,77,fat
173,54,thin
177,101,fat
134,75,fat
162,122,fat
141,79,fat
138,41,normal
169,87,fat
169,117,fat
179,123,fat
193,106,fat
158,118,fat
157,95,fat
185,73,normal
145,59,fat
199,74,normal
159,37,thin
195,114,fat
183,102,fat
137,108,fat
194,116,fat
160,124,fat
158,98,fat
194,110,fat
163,107,fat
176,84,fat
125,42,fat
200,127,fat
166,80,fat
195,115,fat
134,68,fat
198,119,fat
140,114,fat
198,71,thin
138,50,fat
168,57,normal
137,60,fat
186,100,fat
163,52,normal
149,49,normal
159,81,fat
122,102,fat
182,95,fat
133,56,fat
195,69,thin
132,67,fat
178,75,normal
176,80,fat
130,39,normal
141,85,fat
122,121,fat
140,46,normal
191,129,fat
123,100,fat
148,62,fat
121,92,fat
182,118,fat
149,35,thin
155,130,fat
172,48,thin
133,108,fat
132,50,fat
141,46,normal
150,85,fat
199,73,thin
197,74,normal
194,48,thin
153,106,fat
197,87,normal
160,74,fat
182,38,thin
180,54,thin
199,121,fat
190,86,normal
123,109,fat
185,110,fat
121,90,fat
141,58,fat
142,94,fat
174,67,normal
151,88,fat
165,126,fat
175,78,fat
178,95,fat
177,125,fat
191,79,normal
141,100,fat
176,64,normal
177,102,fat
180,111,fat
172,64,normal
163,57,normal
137,116,fat
147,69,fat
148,80,fat
198,78,normal
159,119,fat
168,44,thin
173,77,fat
141,60,fat
191,102,fat
198,116,fat
173,51,thin
135,58,fat
136,85,fat
148,66,fat
164,86,fat
159,38,thin
143,85,fat
166,71,fat
171,71,normal
194,78,normal
123,106,fat
164,55,normal
124,61,fat
158,93,fat
193,114,fat
190,94,fat
132,116,fat
186,67,normal
185,69,normal
123,86,fat
134,128,fat
148,89,fat
126,42,fat
166,85,fat
175,122,fat
135,85,fat
126,55,fat
187,83,normal
180,115,fat
185,82,normal
152,38,thin
120,100,fat
197,83,normal
150,104,fat
176,70,normal
175,83,fat
168,69,normal
200,37,thin
200,68,thin
189,86,normal
146,106,fat
135,118,fat
185,39,thin
188,59,thin
172,91,fat
137,107,fat
146,111,fat
179,36,thin
132,96,fat
191,40,thin
181,67,normal
181,104,fat
128,129,fat
137,87,fat
195,42,thin
138,51,fat
150,107,fat
163,50,normal
168,84,fat
120,116,fat
178,61,normal
159,118,fat
153,53,normal
171,117,fat
190,93,fat
146,101,fat
159,38,thin
129,118,fat
168,76,fat
175,112,fat
194,128,fat
147,97,fat
139,80,fat
198,59,thin
120,57,fat
127,95,fat
155,88,fat
167,119,fat
127,129,fat
122,72,fat
165,87,fat
167,89,fat
125,93,fat
171,125,fat
121,117,fat
191,122,fat
160,73,fat
143,94,fat
177,118,fat
192,42,thin
191,86,normal
141,116,fat
194,64,thin
172,69,normal
169,67,normal
174,130,fat
156,107,fat
136,101,fat
200,129,fat
131,43,fat
127,43,fat
121,120,fat
153,83,fat
145,99,fat
173,85,fat
160,42,thin
125,99,fat
150,80,fat
136,66,fat
165,84,fat
150,89,fat
155,82,fat
184,51,thin
130,42,normal
191,109,fat
132,58,fat
139,122,fat
144,83,fat
148,35,thin
141,53,fat
176,43,thin
167,70,fat
158,43,thin
121,40,fat
196,100,fat
147,125,fat
129,87,fat
191,100,fat
143,110,fat
185,73,normal
130,73,fat
200,129,fat
127,120,fat
194,45,thin
173,124,fat
146,104,fat
162,97,fat
130,115,fat
161,82,fat
140,129,fat
195,77,normal
166,53,normal
169,66,normal
182,58,thin
185,72,normal
151,86,fat
176,110,fat
200,117,fat
137,72,fat
198,35,thin
160,118,fat
195,104,fat
165,123,fat
173,123,fat
126,91,fat
125,110,fat
165,96,fat
152,61,fat
149,125,fat
174,43,thin
125,49,fat
153,78,fat
187,122,fat
179,82,fat
172,78,fat
131,90,fat
181,98,fat
187,58,thin
120,83,fat
174,123,fat
130,129,fat
179,45,thin
140,101,fat
197,62,thin
190,114,fat
154,106,fat
194,95,fat
131,83,fat
160,89,fat
149,86,fat
127,69,fat
194,69,thin
193,96,fat
120,49,fat
144,73,fat
122,120,fat
143,118,fat
194,51,thin
158,104,fat
138,119,fat
174,64,normal
121,58,fat
148,44,normal
165,35,thin
159,103,fat
175,49,thin
136,61,fat
123,123,fat
147,78,fat
195,97,fat
151,94,fat
197,41,thin
149,92,fat
148,108,fat
174,118,fat
126,41,fat
124,81,fat
165,58,normal
123,119,fat
155,120,fat
174,123,fat
162,67,fat
195,86,normal
137,48,fat
135,51,fat
187,79,normal
187,61,thin
180,86,fat
185,35,thin
125,45,fat
182,81,normal
140,82,fat
196,69,thin
140,73,fat
158,53,normal
186,95,fat
123,37,normal
137,108,fat
185,64,normal
185,40,thin
173,39,thin
174,66,normal
152,72,fat
166,84,fat
137,99,fat
176,105,fat
152,52,normal
158,66,fat
125,38,normal
143,41,normal
178,40,thin
121,126,fat
193,82,normal
156,41,thin
137,97,fat
183,48,thin
150,129,fat
136,123,fat
178,109,fat
137,96,fat
137,90,fat
155,118,fat
179,119,fat
126,126,fat
176,89,fat
177,63,normal
150,100,fat
125,41,fat
146,94,fat
144,88,fat
150,63,fat
129,64,fat
130,55,fat
180,128,fat
162,60,normal
152,114,fat
177,93,fat
126,50,fat
168,119,fat
158,61,normal
125,88,fat
169,121,fat
169,56,normal
121,83,fat
194,125,fat
184,58,thin
132,48,fat
144,97,fat
135,127,fat
152,67,fat
161,109,fat
154,125,fat
168,111,fat
154,89,fat
158,50,normal
181,93,fat
179,122,fat
133,107,fat
189,82,normal
169,52,thin
162,73,fat
194,68,thin
127,107,fat
174,98,fat
136,54,fat
182,129,fat
135,46,fat
146,82,fat
189,69,normal
191,95,fat
129,43,fat
130,45,fat
151,87,fat
152,35,thin
148,43,normal
176,83,fat
164,87,fat
194,123,fat
197,71,thin
191,81,normal
189,86,normal
178,130,fat
167,94,fat
164,88,fat
129,77,fat
184,97,fat
130,124,fat
168,103,fat
126,110,fat
138,92,fat
175,101,fat
197,48,thin
177,81,fat
183,60,thin
175,80,fat
125,119,fat
121,84,fat
177,97,fat
157,64,fat
193,47,thin
173,103,fat
135,76,fat
178,35,thin
145,129,fat
128,121,fat
186,129,fat
126,80,fat
167,54,normal
179,98,fat
140,118,fat
187,94,fat
120,74,fat
151,90,fat
198,61,thin
154,109,fat
157,90,fat
196,51,thin
144,106,fat
173,68,normal
134,44,normal
145,49,normal
141,77,fat
164,72,fat
167,119,fat
143,48,normal
134,108,fat
146,87,fat
121,45,fat
156,43,thin
168,80,fat
197,42,thin
157,96,fat
175,110,fat
144,42,normal
159,121,fat
191,61,thin
131,111,fat
198,114,fat
192,110,fat
176,39,thin
127,78,fat
133,56,fat
186,52,thin
173,60,normal
167,41,thin
140,65,fat
139,76,fat
145,65,fat
167,110,fat
128,68,fat
169,68,normal
126,108,fat
143,87,fat
142,91,fat
148,130,fat
120,44,fat
189,130,fat
145,70,fat
190,47,thin
194,41,thin
132,46,fat
166,118,fat
155,118,fat
165,90,fat
135,36,normal
120,38,fat
172,53,thin
169,122,fat
124,47,fat
142,85,fat
147,58,fat
176,118,fat
167,97,fat
187,62,thin
125,87,fat
158,53,normal
123,63,fat
139,38,normal
134,38,normal
160,101,fat
192,83,normal
198,71,thin
139,125,fat
146,104,fat
186,117,fat
127,39,normal
156,65,fat
148,37,thin
157,93,fat
128,108,fat
192,50,thin
148,116,fat
171,112,fat
187,104,fat
199,110,fat
129,48,fat
190,93,fat
151,74,fat
167,96,fat
159,98,fat
120,124,fat
122,41,fat
165,125,fat
180,97,fat
148,41,normal
183,63,normal
144,37,thin
126,69,fat
136,125,fat
143,92,fat
183,45,thin
167,104,fat
169,50,thin
186,72,normal
190,84,normal
164,64,normal
188,102,fat
139,67,fat
158,114,fat
190,82,normal
163,98,fat
173,43,thin
141,117,fat
164,91,fat
122,79,fat
123,61,fat
167,42,thin
152,78,fat
183,122,fat
150,35,thin
143,97,fat
132,116,fat
160,102,fat
144,83,fat
184,89,fat
193,69,normal
181,108,fat
166,69,fat
125,52,fat
156,56,normal
133,128,fat
148,121,fat
176,93,fat
153,71,fat
140,63,fat
129,63,fat
174,107,fat
196,80,normal
155,118,fat
121,91,fat
185,128,fat
199,41,thin
163,113,fat
131,92,fat
144,97,fat
125,67,fat
176,94,fat
145,119,fat
153,52,normal
178,72,normal
185,59,thin
184,84,normal
177,109,fat
133,113,fat
184,83,normal
167,76,fat
120,36,fat
182,56,thin
183,59,thin
145,126,fat
126,65,fat
198,95,normal
136,42,normal
184,62,thin
169,104,fat
134,72,fat
172,113,fat
154,74,fat
154,61,fat
165,73,fat
182,75,normal
180,92,fat
124,42,fat
158,120,fat
188,52,thin
197,114,fat
200,58,thin
188,103,fat
140,91,fat
140,92,fat
195,119,fat
194,52,thin
149,89,fat
192,125,fat
191,95,fat
147,59,fat
145,85,fat
160,69,fat
132,117,fat
172,111,fat
166,63,normal
157,129,fat
174,125,fat
173,70,normal
150,79,fat
153,128,fat
183,94,fat
129,121,fat
174,69,normal
156,35,thin
196,99,fat
196,86,normal
154,74,fat
150,83,fat
162,111,fat
197,42,thin
148,56,fat
127,44,fat
161,90,fat
200,35,thin
157,86,fat
200,112,fat
132,35,normal
145,51,normal
174,60,normal
164,99,fat
142,122,fat
147,127,fat
200,55,thin
165,96,fat
178,78,normal
169,93,fat
188,94,fat
133,120,fat
150,97,fat
124,126,fat
198,88,normal
150,105,fat
196,71,thin
135,53,fat
186,77,normal
152,38,thin
156,41,thin
198,73,normal
131,55,fat
154,92,fat
160,92,fat
140,39,normal
160,106,fat
135,51,fat
163,107,fat
186,57,thin
139,63,fat
173,113,fat
148,76,fat
147,118,fat
156,62,fat
144,63,fat
155,113,fat
183,87,fat
134,112,fat
198,83,normal
167,86,fat
195,125,fat
200,47,thin
143,50,normal
162,110,fat
191,42,thin
179,130,fat
142,72,fat
126,121,fat
184,65,normal
186,115,fat
193,90,normal
183,117,fat
190,47,thin
195,95,normal
180,41,thin
171,68,normal
149,58,fat
138,127,fat
156,119,fat
164,94,fat
191,120,fat
166,107,fat
155,53,normal
191,128,fat
152,99,fat
181,100,fat
186,130,fat
182,65,normal
177,130,fat
166,45,thin
164,54,normal
153,129,fat
196,120,fat
146,107,fat
177,36,thin
173,96,fat
195,39,thin
133,65,fat
169,106,fat
153,62,fat
171,36,thin
196,91,normal
189,118,fat
199,46,thin
179,117,fat
148,55,fat
143,111,fat
178,90,fat
178,84,fat
142,37,thin
175,129,fat
184,128,fat
181,129,fat
184,61,thin
144,36,thin
177,119,fat
191,61,thin
125,66,fat
162,49,normal
161,84,fat
166,127,fat
151,97,fat
155,43,thin
145,42,normal
121,96,fat
157,75,fat
128,104,fat
161,81,fat
199,41,thin
193,81,normal
149,90,fat
177,50,thin
155,74,fat
159,80,fat
168,93,fat
131,42,normal
155,65,fat
144,42,normal
164,71,fat
198,73,normal
164,88,fat
136,124,fat
184,99,fat
186,73,normal
200,85,normal
155,112,fat
184,39,thin
157,51,normal
142,58,fat
169,129,fat
196,118,fat
194,47,thin
120,120,fat
124,88,fat
180,41,thin
191,55,thin
186,46,thin
188,42,thin
158,124,fat
155,80,fat
183,80,normal
186,89,fat
153,36,thin
136,52,fat
197,63,thin
197,52,thin
170,84,fat
147,71,fat
149,65,fat
142,46,normal
149,47,normal
165,87,fat
186,80,normal
144,123,fat
121,79,fat
172,119,fat
123,77,fat
123,125,fat
172,105,fat
140,78,fat
122,47,fat
152,94,fat
133,43,normal
174,106,fat
185,72,normal
184,86,fat
175,92,fat
143,117,fat
197,103,fat
162,74,fat
186,48,thin
183,69,normal
183,83,normal
145,38,thin
144,78,fat
165,94,fat
189,40,thin
181,38,thin
144,119,fat
133,79,fat
127,79,fat
193,68,thin
168,90,fat
134,65,fat
135,44,normal
194,93,normal
194,70,normal
123,102,fat
145,44,normal
139,59,fat
135,130,fat
152,68,fat
192,35,thin
177,54,thin
168,94,fat
130,98,fat
129,72,fat
188,97,fat
158,127,fat
156,72,fat
141,124,fat
196,127,fat
168,70,normal
194,67,thin
176,87,fat
150,49,normal
192,45,thin
155,113,fat
137,68,fat
171,85,fat
160,105,fat
133,52,fat
190,95,fat
129,74,fat
168,86,fat
148,52,normal
199,88,normal
140,80,fat
168,99,fat
138,40,normal
185,127,fat
196,76,normal
156,89,fat
198,60,thin
156,42,thin
136,66,fat
173,104,fat
173,122,fat
152,85,fat
199,74,normal
172,53,thin
189,59,thin
163,59,normal
138,36,normal
170,112,fat
152,60,fat
178,43,thin
145,65,fat
148,75,fat
177,37,thin
130,124,fat
138,58,fat
154,53,normal
172,52,thin
125,65,fat
160,118,fat
162,128,fat
125,113,fat
195,43,thin
166,55,normal
148,88,fat
154,36,thin
180,108,fat
133,75,fat
161,89,fat
164,129,fat
145,105,fat
174,129,fat
171,123,fat
158,41,thin
187,41,thin
161,78,fat
188,84,normal
128,69,fat
154,115,fat
169,60,normal
199,78,normal
151,98,fat
174,48,thin
122,114,fat
153,120,fat
155,77,fat
184,47,thin
138,110,fat
167,48,thin
157,118,fat
197,106,fat
193,83,normal
198,45,thin
133,102,fat
165,88,fat
153,71,fat
180,36,thin
160,105,fat
161,54,normal
167,86,fat
124,87,fat
198,93,normal
197,70,thin
165,116,fat
125,104,fat
169,91,fat
190,109,fat
134,77,fat
130,103,fat
148,124,fat
171,104,fat
172,75,fat
173,96,fat
164,88,fat
139,117,fat
182,65,normal
142,95,fat
138,108,fat
193,81,normal
170,103,fat
164,53,normal
147,63,fat
181,51,thin
182,65,normal
143,85,fat
188,116,fat
161,117,fat
178,94,fat
176,122,fat
169,49,thin
139,86,fat
196,103,fat
120,91,fat
188,121,fat
150,116,fat
195,122,fat
144,99,fat
135,96,fat
139,57,fat
187,126,fat
129,51,fat
141,98,fat
151,100,fat
178,105,fat
193,92,normal
128,130,fat
180,44,thin
194,112,fat
183,122,fat
128,129,fat
135,123,fat
199,82,normal
198,97,normal
165,105,fat
163,89,fat
136,90,fat
133,37,normal
143,54,fat
125,77,fat
183,64,normal
145,40,normal
141,53,fat
190,108,fat
180,55,thin
190,80,normal
122,77,fat
171,108,fat
159,108,fat
172,129,fat
194,69,thin
138,117,fat
187,75,normal
122,88,fat
184,96,fat
166,113,fat
158,93,fat
185,35,thin
183,46,thin
186,44,thin
145,126,fat
141,99,fat
186,75,normal
131,52,fat
190,38,thin
130,70,fat
177,52,thin
162,78,fat
200,99,normal
185,63,thin
195,46,thin
191,118,fat
132,71,fat
121,127,fat
159,80,fat
197,116,fat
167,80,fat
168,67,normal
189,50,thin
135,78,fat
150,97,fat
146,65,fat
196,64,thin
150,39,thin
187,124,fat
172,127,fat
177,97,fat
181,70,normal
